,training_data,training_labels,testing_data,testing_labels
436,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0111_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0111_0.png,,
437,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0586_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0586_1.png,,
438,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN011.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN011.png,,
439,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0362_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0362_1.png,,
440,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0089_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0089_0.png,,
441,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0228_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0228_0.png,,
442,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN145.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN145.png,,
443,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN124.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN124.png,,
444,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0042_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0042_0.png,,
445,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN057.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN057.png,,
446,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0051_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0051_0.png,,
447,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0547_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0547_1.png,,
448,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN016.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN016.png,,
449,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0053_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0053_0.png,,
450,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0395_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0395_1.png,,
451,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0013_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0013_0.png,,
452,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0623_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0623_1.png,,
453,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0539_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0539_1.png,,
454,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0123_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0123_0.png,,
455,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0638_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0638_1.png,,
456,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0613_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0613_1.png,,
457,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0149_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0149_0.png,,
458,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN050.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN050.png,,
459,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0582_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0582_1.png,,
460,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN008.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN008.png,,
461,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0368_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0368_1.png,,
462,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0653_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0653_1.png,,
463,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN088.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN088.png,,
464,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN120.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN120.png,,
465,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0106_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0106_0.png,,
466,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0657_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0657_1.png,,
467,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN040.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN040.png,,
468,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0534_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0534_1.png,,
469,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0302_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0302_0.png,,
470,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0012_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0012_0.png,,
471,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0024_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0024_0.png,,
472,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0262_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0262_0.png,,
473,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN033.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN033.png,,
474,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN037.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN037.png,,
475,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN036.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN036.png,,
476,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0515_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0515_1.png,,
477,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN032.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN032.png,,
478,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0019_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0019_0.png,,
479,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0540_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0540_1.png,,
480,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN019.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN019.png,,
481,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN103.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN103.png,,
482,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0538_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0538_1.png,,
483,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0010_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0010_0.png,,
484,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0618_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0618_1.png,,
485,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0545_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0545_1.png,,
486,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN005.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN005.png,,
487,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0097_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0097_0.png,,
488,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0306_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0306_0.png,,
489,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0465_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0465_1.png,,
490,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0421_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0421_1.png,,
491,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0446_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0446_1.png,,
492,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN055.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN055.png,,
493,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN048.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN048.png,,
494,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0330_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0330_1.png,,
495,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0412_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0412_1.png,,
496,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0163_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0163_0.png,,
497,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN065.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN065.png,,
498,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN149.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN149.png,,
499,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0508_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0508_1.png,,
500,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0319_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0319_0.png,,
501,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0289_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0289_1.png,,
502,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN123.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN123.png,,
503,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0076_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0076_0.png,,
504,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0309_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0309_0.png,,
505,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN067.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN067.png,,
506,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0463_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0463_1.png,,
507,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0150_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0150_0.png,,
508,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0335_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0335_1.png,,
509,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0112_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0112_0.png,,
510,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN063.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN063.png,,
511,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0167_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0167_0.png,,
512,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0138_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0138_0.png,,
513,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0627_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0627_1.png,,
514,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0080_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0080_0.png,,
515,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0523_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0523_1.png,,
516,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN001.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN001.png,,
517,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN132.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN132.png,,
518,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0635_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0635_1.png,,
519,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0003_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0003_0.png,,
520,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0063_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0063_0.png,,
521,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0428_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0428_1.png,,
522,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0297_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0297_0.png,,
523,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN141.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN141.png,,
524,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN100.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN100.png,,
525,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN073.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN073.png,,
526,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0430_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0430_1.png,,
527,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0272_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0272_0.png,,
528,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0378_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0378_1.png,,
529,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0325_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0325_0.png,,
530,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0443_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0443_1.png,,
531,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0005_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0005_0.png,,
532,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0226_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0226_0.png,,
533,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0590_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0590_1.png,,
534,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0411_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0411_1.png,,
535,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0422_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0422_1.png,,
536,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0276_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0276_0.png,,
537,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0554_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0554_1.png,,
538,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0643_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0643_1.png,,
539,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0162_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0162_1.png,,
540,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0503_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0503_1.png,,
541,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0047_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0047_0.png,,
542,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0146_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0146_0.png,,
543,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0057_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0057_0.png,,
544,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0640_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0640_1.png,,
545,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0645_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0645_1.png,,
546,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0522_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0522_1.png,,
547,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN089.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN089.png,,
548,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0118_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0118_0.png,,
549,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0173_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0173_0.png,,
550,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0233_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0233_0.png,,
551,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN093.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN093.png,,
552,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN129.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN129.png,,
553,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0044_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0044_0.png,,
554,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0464_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0464_1.png,,
555,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0580_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0580_1.png,,
556,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN046.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN046.png,,
557,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0633_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0633_1.png,,
558,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0375_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0375_1.png,,
559,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0098_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0098_0.png,,
560,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0222_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0222_0.png,,
561,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0596_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0596_1.png,,
562,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN029.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN029.png,,
